全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_通称,名称_英語,文化財分類,種類,場所名称,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,員数（数）,員数（単位）,法人番号,所有者等,文化財指定日,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,画像,画像_ライセンス,概要,概要_英語,説明,説明_英語,URL,備考
202053,BB2020530108,長野県飯田市,立石寺木造天部形立像,リッシャクジモクゾウテンブギョウリュウゾウ,,,市指定有形文化財,彫刻,立石寺,202053,64000,長野県飯田市立石140,長野県,飯田市,立石,140,,35.432114,137.784369,,,,,,,,3992433,1,体,,立石寺,2021-03-12,,,,,,,像高95.1㎝のカツラ一木造りの天部形立像で広目天と伝わり、10世紀後半の作とみられる。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530109,長野県飯田市,阿弥陀寺木造阿弥陀如来坐像,アミダジモクゾウアミダニョライザゾウ,,,市指定有形文化財,彫刻,阿弥陀寺　,202053,118002,長野県飯田市丸山町二丁目6728,長野県,飯田市,丸山町２丁目,6728,,35.52319,137.808395,,,,,,,,3950077,1,体,,阿弥陀寺,2021-03-12,,,,,,,像高43.3㎝のヒノキ一木割矧造の阿弥陀如来坐像で、円派系仏師の作風を持つ。12世紀後半から13世紀前半の作とみられる。。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530110,長野県飯田市,木炭棺（黒田垣外遺跡出土）,モクタンカン（クロダガイトイセキシュツド）,,,市指定有形文化財,その他,飯田市考古博物館,202053,31000,長野県飯田市上郷別府2428-1,長野県,飯田市,上郷別府,2428-1,,35.51644,137.837091,,,,,,,,3950003,1,基,,,1994-02-18,火水木金土日,09:30,17:30,休館日は月曜日、祝日の翌日、年末年始。その他臨時休館日あり。入館受付は16:30まで　,,,弥生時代後期の方形周溝墓の遺骸埋葬施設である。板状の炭化材で囲む構造になっている。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530111,長野県飯田市,溝口の塚古墳出土品,ミゾグチノツカコフンシュツドヒン,,,市指定有形文化財,その他,飯田市考古博物館,202053,31000,長野県飯田市上郷別府2428-1,長野県,飯田市,上郷別府,2428-1,,35.51644,137.837091,,,,,,,,3950003,1,括,,,2012-06-14,火水木金土日,09:30,17:30,休館日は月曜日、祝日の翌日、年末年始。その他臨時休館日あり。入館受付は16:30まで　,,,竪穴式石室および墳丘、周溝から出土した武具類、玉類、埴輪、土器などで、甲冑は埋葬者と大和政権との関係性を示している。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530112,長野県飯田市,宮垣外遺跡　土坑64出土品,ミヤガイトイセキ　ドコウ64シュツドヒン,,,市指定有形文化財,その他,飯田市考古博物館,202053,31000,長野県飯田市上郷別府2428-1,長野県,飯田市,上郷別府,2428-1,,35.51644,137.837091,,,,,,,,3950003,1,括,,,2012-06-14,火水木金土日,09:30,17:30,休館日は月曜日、祝日の翌日、年末年始。その他臨時休館日あり。入館受付は16:30まで　,,,宮垣外遺跡から出土した馬具類で、古墳時代に馬の飼育・生産を通して、大和政権と密接につながっていたことを示している。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530113,長野県飯田市,恒川遺跡群出土品,ゴンガイセキグンシュツドヒン,,,市指定有形文化財,その他,飯田市考古資料館;飯田市考古博物館;飯田市美術博物館,202053,,長野県飯田市飯田市考古博物館・飯田市美術博物館,長野県,飯田市,,,飯田市考古資料館;飯田市上郷考古博物館;飯田市美術博物館,,,,,,,,,,,1,括,,,2013-08-09,,,,,,,古代伊那郡衙の存在を示す恒川遺跡群の出土遺物110点。「厨」墨書土器や数多くの陶硯、瓦類がある。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530114,長野県飯田市,飯田古墳群馬匹関連遺物,イイダコフングンバヒツカンレンイブツ,,,市指定有形文化財,その他,飯田市考古博物館,202053,31000,長野県飯田市上郷別府2428-1,長野県,飯田市,上郷別府,2428-1,,35.51644,137.837091,,,,,,,,3950003,1,括,,,2014-12-15,火水木金土日,09:30,17:30,休館日は月曜日、祝日の翌日、年末年始。その他臨時休館日あり。入館受付は16:30まで　,,,飯田古墳群から出土した轡、杏葉等の馬具類。飯田地域の馬匹文化の受容の実態を示している。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530115,長野県飯田市,阿弥陀寺の千体仏観音堂　,アミダジノセンタイブツカンノンドウ　,,,市指定有形文化財,建造物,阿弥陀寺　,202053,118002,長野県飯田市丸山町二丁目6728,長野県,飯田市,丸山町２丁目,6728,,35.523149,137.808144,,,,,,,,3950077,1,棟,,,1974-07-25,,,,,,,方2間の宝形造瓦葺、寛文12年(1672)飯田城主脇坂安政の建立とみられ、江戸前期の古い様式が残る。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530116,長野県飯田市,鳩ヶ嶺八幡宮本殿,ハトガミネハチマングウホンデン,,,市指定有形文化財,建造物,鳩ヶ嶺八幡宮,202053,131000,長野県飯田市八幡町1999,長野県,飯田市,八幡町,1999,,35.496547,137.837064,,,,,,,,3950814,1,棟,,鳩ヶ嶺八幡宮,1976-11-29,,,,,,,木造三間社流造で、飯田城主脇坂氏によって、江戸時代前期の寛文2年(1662)頃に建立された。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530117,長野県飯田市,飯田城桜丸御門（通称赤門）,イイダジョウサクラノマルゴモン（ツウショウアカモン）,,,市指定有形文化財,建造物,長野県飯田合同庁舎敷地内,202053,11002,長野県飯田市長野県飯田合同庁舎敷地内,長野県,飯田市,長野県飯田合同庁舎敷地内,,,35.513417,137.829465,,,,,,,,3950034,1,棟,,長野県,1985-11-20,,,,,,,飯田城桜丸の入口に現存する、正面3間、側面3間の入母屋造りの門で、ベンガラ塗りのため赤門と呼ばれる。宝暦4年（1754）の建立である。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530118,長野県飯田市,白山社随身門,ハクサンシャズイシンモン,,,市指定有形文化財,建造物,白山社,202053,60000,長野県飯田市滝の沢6684,長野県,飯田市,滝の沢,6684,,35.524818,137.808452,,,,,,,,3950048,1,棟,,白山社,1985-11-20,,,,,,,高さ11m、奥行き4ｍ、間口7ｍの唐破風三間楼門造り、文政11年(1828)の建造で、多様で絢爛な彫刻が施されている。総欅造り。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530119,長野県飯田市,梁木島番所跡,ハリノキジマバンショアト,,,市指定有形文化財,建造物,,202053,123000,長野県飯田市南信濃八重河内998,長野県,飯田市,南信濃八重河内,998,,35.295254,137.920407,,,,,,,,3991312,1,棟,,,1988-06-01,,,,,,,満島番所とともに秋葉街道に置かれた関所で、慶長19年（1614）遠山景直が一族を置いたことに始まり、天明7年（1787）に現在地に移転した。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530120,長野県飯田市,耕雲寺の羅漢門,コウウンジノラカンモン,,,市指定有形文化財,建造物,耕雲寺,202053,43000,長野県飯田市座光寺1708,長野県,飯田市,座光寺,1708,,35.539362,137.854259,,,,,,,,3950001,1,棟,,,1991-09-21,,,,,,,寛政7年(1795)建立、上層が高い二重門で、入母屋造、桟瓦葺き、当地域では珍しい竜宮門形式で、上層の組物や彫刻の意匠も優れている。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530121,長野県飯田市,毛賀諏訪神社本殿,ケガスワジンジャホンデン,,,市指定有形文化財,建造物,毛賀諏訪神社,202053,40000,長野県飯田市毛賀885,長野県,飯田市,毛賀,885,,35.483999,137.836227,,,,,,,,3950813,1,棟,,,1992-02-24,,,,,,,一間社流造、銅板葺（元こけら葺）で、木割りや彫刻に立川流の作風がみられる。文化12年(1815)建立された。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530122,長野県飯田市,柏心寺山門,ハクシンジサンモン,,,市指定有形文化財,建造物,柏心寺,202053,126001,長野県飯田市箕瀬町一丁目2464-1,長野県,飯田市,箕瀬町１丁目,2464-1,,35.514556,137.819576,,,,,,,,3950054,1,棟,,,1993-09-28,,,,,,,一間四脚門、切妻造、桟瓦葺、寛文10年（1670）以前の江戸前期の建立で、装飾などに桃山様式が残されている。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530123,長野県飯田市,経蔵寺山門,キョウゾウジサンモン,,,市指定有形文化財,建造物,経蔵寺,202053,31000,長野県飯田市上郷別府1768,長野県,飯田市,上郷別府,1768,,35.511626,137.84559,,,,,,,,3950003,1,棟,,経蔵寺,1994-02-18,,,,,,,飯田城桜丸にあった安土桃山時代創建の薬医門で、宝暦年間に現在の赤門が建てられるに際して移築した。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530124,長野県飯田市,神之峰久堅神社境内天神社本殿,カンノミネヒサカタジンジャケイダイテンジンシャホンデン,,,市指定有形文化財,建造物,久堅神社,202053,33000,長野県飯田市上久堅8168,長野県,飯田市,上久堅,8168,,35.458995,137.871501,,,,,,,,3992611,1,棟,,,1995-10-18,,,,,,,享保16年(1731)建造、小規模な一間社流造、こけら葺の社殿で、県内でも例の少ない個性の強い建築である。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530125,長野県飯田市,運松寺鐘楼門,ウンショウジショウロウモン,,,市指定有形文化財,建造物,運松寺,202053,24000,長野県飯田市鼎名古熊1914,長野県,飯田市,鼎名古熊,1914,,35.497751,137.822085,,,,,,,,3950804,1,連,,,1998-06-23,,,,,,,享保20年(1735)建立された市内最古の鐘楼門で、18世紀の簡素な建築様式をよく示している。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530126,長野県飯田市,旧飯田城の八間門,キュウイイダジョウノハッケンモン,,,市指定有形文化財,建造物,,202053,113000,長野県飯田市松尾久井2595-1,長野県,飯田市,松尾久井,2595-1,,35.500134,137.844551,,,,,,,,3950816,1,棟,,個人,1998-11-28,,,,,,,桁行5間、梁行4間、2階建、切妻造、桟瓦葺の、三間一戸櫓門。文禄年間(1592～1596年)建立された現存する飯田城最古の遺構で、飯田城廃城に伴い現在の場所に移築された。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530127,長野県飯田市,長石寺本堂,チョウセキジホンドウ,,,市指定有形文化財,建造物,長石寺,202053,79000,長野県飯田市時又329,長野県,飯田市,時又,329,,35.463894,137.83225,,,,,,,,3992563,1,棟,,,2000-11-22,,,,,,,方3間、入母屋造、桟瓦葺。明治3年（1870）の再建で、立川流の直系が請負った最後の大規模建築といわれる。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530128,長野県飯田市,伊豆木天満宮神楽殿,イズキテンマングウカグラデン,,,市指定有形文化財,建造物,伊豆木天満宮,202053,6000,長野県飯田市伊豆木619-2,長野県,飯田市,伊豆木,619-2,,35.452329,137.793723,,,,,,,,3992434,1,棟,,,2003-07-17,,,,,,,明治11年（1879）再建された、間口6間、奥行3間半、屋根は切妻造、桟瓦葺の人形舞台と歌舞伎舞台の併用舞台。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530129,長野県飯田市,白山社奥社幣殿・拝殿、随身門,ハクサンシャオクシャヘイデン・ハイデン、ズイシンモン,,,市指定有形文化財,建造物,白山社,202053,,長野県飯田市風越山山頂,長野県,飯田市,風越山山頂,,,35.548945,137.787886,,,,,,,,,2,棟,,白山社,2003-12-25,,,,,,,拝殿は本殿（重文）の正面に続き屋根の一部は向拝とつながり、向拝は本殿の扉などに描かれた絵を保護している。随身門も含めて江戸中期に建てられたものとみられる。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530130,長野県飯田市,福島家住宅,フクシマケジュウタク,,,市指定有形文化財,建造物,,202053,103004,長野県飯田市本町四丁目53,長野県,飯田市,本町4丁目,53,,35.51673,137.821077,,,,,,,,3950044,2,棟,,,2006-04-10,,,,,,,江戸後期築造の飯田藩士の住居で、門・塀・主屋が揃って現地に残る唯一の武士住宅遺構である。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530131,長野県飯田市,鳩ヶ嶺八幡宮随神門,ハトガミネハチマングウズイジンモン,,,市指定有形文化財,建造物,鳩ヶ嶺八幡宮,202053,131000,長野県飯田市八幡町1999,長野県,飯田市,八幡町,1999,,35.496367,137.837724,,,,,,,,3950814,1,棟,,鳩ヶ嶺八幡宮,2008-03-25,,,,,,,彩色された八脚門で、意匠的に優秀で大工の技術も高く、江戸時代中期の様式をよく示している。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530132,長野県飯田市,旧瀧澤医院,キュウタキザワイイン,,,市指定有形文化財,建造物,,202053,,長野県飯田市下久堅虎岩734-1,長野県,飯田市,下久堅虎岩,734-1,,35.476594,137.860677,,,,,,,,,1,棟,,個人,2008-11-18,,,,,,,明治28年(1895)竣工の木造2階建擬洋風の病院建築で、明治期の病院建築で現存するものは少なく、全国的にも貴重な建造物である。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530133,長野県飯田市,白山社里宮拝殿「旧護摩堂」,ハクサンシャサトミヤハイデン「キュウゴマドウ」,,,市指定有形文化財,建造物,白山社,202053,60000,長野県飯田市滝の沢6684,長野県,飯田市,滝の沢,6684,,35.525396,137.80786,,,,,,,,3950048,1,棟,,白山社,2008-11-18,,,,,,,享保18年(1733)に建てられた白山寺の護摩堂で、廃仏毀釈での破壊を白山社の拝殿として免れた。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530134,長野県飯田市,旧飯田城の桜丸西門（雲彩寺山門）,キュウイイダジョウノサクラノマルニシモン（ウンサイジサンモン）,,,市指定有形文化財,建造物,雲彩寺,202053,29000,長野県飯田市上郷飯沼3335,長野県,飯田市,上郷飯沼,3335,,35.512548,137.847115,,,,,,,,3950002,1,棟,,雲彩寺,2010-08-20,,,,,,,桜丸（現県合同庁舎）の西側の門とされる薬医門で、18世紀前半の建立と推定される。大正10年頃雲彩寺に寄進された。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530135,長野県飯田市,旧飯田藩馬場調練場の門（通称　脇坂門）,キュウイイダハンババチョウレンジョウノモン（ツウショウ　ワキザカモン）,,,市指定有形文化財,建造物,,202053,99003,長野県飯田市馬場町三丁目411,長野県,飯田市,馬場町３丁目,411,,35.513531,137.833741,,,,,,,,3950027,1,棟,2000020202053 ,飯田市,2010-11-22,,,,,,,旧飯田藩馬場調練場にあったとされる寛政期頃の門で、明治2年に追手町、平成25年に現在地に移転した。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530136,長野県飯田市,上黒田の五輪塔,カミクロダノゴリントウ,,,市指定有形文化財,石造物,,202053,30000,長野県飯田市上郷黒田3445-1,長野県,飯田市,上郷黒田,3445-1,,35.535056,137.828607,,,,,,,,3950004,1,基,,個人,2009-07-22,,,,,,,高さ128cm、最大幅49cmの大型の五輪塔であり、石材は花崗岩で梵字は刻まれていない。南北朝末期から室町前期のものと考えられる。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530137,長野県飯田市,千代（米川）の板碑,チヨ（ヨネガワ）ノイタビ,,,市指定有形文化財,石造物,飯田市美術博物館,202053,11002,長野県飯田市追手町二丁目655-7,長野県,飯田市,追手町２丁目,655-7,,35.512008,137.830531,,,,,,,,3950034,1,基,2000020202053 ,飯田市,2012-03-21,,09：30,17：00,入館受付は16:30で終了;月曜日（祝日の場合は開館）、祝日の翌日、年末年始、その他に展示替え等で臨時休館する場合があります。HP等で公開されている休館日カレンダーをご確認ください。,,,飯田市内では文永寺の石室・五輪塔に次いで古い永仁2年(1294)の記年銘を持つ石造物で、鎌倉時代中期の武蔵型板碑の特徴をよく示している。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530138,長野県飯田市,中村八幡社の石造狛犬一対,ナカムラハチマンシャノセキゾウコマイヌイッツイ,,,市指定有形文化財,石造物,中村八幡社,202053,85000,長野県飯田市中村1800-1,長野県,飯田市,中村,1800-1,,35.484384,137.794167,,,,,,,,3950156,1,対,,中村八幡社,2020-01-16,,,,,,,延宝6年（1678）銘がある市内最古の石造狛犬、元禄14年（1701）の本殿と一体となって現存する。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530139,長野県飯田市,大名行列,ダイミョウギョウレツ,,,市指定無形文化財,,,202053,103003,長野県飯田市本町三丁目,長野県,飯田市,本町３丁目,,,,,,,,,,,,3950044,1,式,,,1968-11-19,,,,,,,大宮神社の式年祭に演じられ、江戸時代の大名行列の所作をよく伝承している。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530140,長野県飯田市,今田人形芝居,イマダニンギョウシバイ,,,市指定無形文化財,,,202053,,長野県飯田市龍江,長野県,飯田市,龍江,,,35.451733,137.824009,,,,,,,,,1,式,,今田人形座,1990-11-14,,,,,,,三人遣いの人形浄瑠璃で、宝永元年（1704）より伝わるとされる。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530141,長野県飯田市,黒田人形芝居,クロダニンギョウシバイ,,,市指定無形文化財,,,202053,,長野県飯田市上郷黒田,長野県,飯田市,上郷黒田,,,35.531625,137.837907,,,,,,,,,1,式,,黒田人形保存会,1994-02-18,,,,,,,三人遣いの人形浄瑠璃で、元禄年間(1688～1704)より伝わるといわれる。人形の操法に手と呼ばれる古い型を伝える。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530142,長野県飯田市,操人形「老女形の首」,アヤツリニンギョウ「フケオヤマノカシラ」,,,市指定民俗文化財,その他,,202053,,長野県飯田市上郷黒田,長野県,飯田市,上郷黒田,,,35.531965,137.837796,,,,,,,,,1,個,,黒田人形保存会,1994-02-18,,,,,,,元文2年(1737)作で、製作年の判明する操人形首としては国内最古のものである。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530143,長野県飯田市,天竜川の舟下り,テンリュウガワノフナクダリ,,,市指定民俗文化財,その他,,202053,,長野県飯田市松尾新井7170/長野県飯田市龍江7115-1,長野県,飯田市,松尾新井/龍江,7170/7115-1,,,,,,,,,,,,1,式,,,2016-07-14,,,,,,,およそ100年の歴史を有する観光川下り舟で、全国で6番目に古い。現在、天竜川水系で唯一の木造船の造船技術、操船技術が伝えられている。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530144,長野県飯田市,ことの神送り,コトノカミオクリ,,,市指定民俗文化財,その他,,202053,,長野県飯田市上村上町,長野県,飯田市,上村上町,,,35.385007,137.968459,,,,,,,,,1,式,,,1998-11-27,,,,,,,2月8日前後の日曜に行われる。禰宜や村人が太鼓や鉦の囃子に合わせて謡い、悪疫を村から外に追い出す。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530145,長野県飯田市,御祝棒 ,ゴイワイボウ ,,,市指定民俗文化財,その他,,202053,,長野県飯田市上村上町,長野県,飯田市,上村上町,,,35.387079,137.969674,,,,,,,,,1,式,,,1998-11-27,,,,,,,前年に結婚した夫婦の家へ子どもたちが訪れ、子孫繁栄・五穀豊穣を願い、男性を象った棒で縁側を叩いて祝う。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530146,長野県飯田市,正調「絵島」,セイチョウ「エジマ」,,,市指定民俗文化財,その他,,202053,,長野県飯田市上村,長野県,飯田市,上村,,,,,,,,,,,,,1,式,,,1998-11-27,,,,,,,江戸で流行した絵島節が、高遠から伝えられ、秋葉街道の宿々で唄い継がれたが、現在では上村にのみ盆踊り唄として残る。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530147,長野県飯田市,下栗掛踊り,シモグリカケオドリ,,,市指定民俗文化財,その他,,202053,,長野県飯田市上村下栗,長野県,飯田市,上村下栗,,,35.374819,137.986179,,,,,,,,,1,式,,,1998-11-27,,,,,,,8月15日の午後に行なわれる、はやしと唄にあわせて踊る雨乞い踊りと念仏踊りで、370年ほど前から伝わるといわれている。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530148,長野県飯田市,中郷獅子舞,ナカゴウシシマイ,,,市指定民俗文化財,その他,,202053,,長野県飯田市上村中郷,長野県,飯田市,上村中郷,,,,,,,,,,,,,1,式,,,1998-11-27,,,,,,,悪疫・飢饉・その他の災害を逃れ、その年の安泰を祈願するために、獅子の太神楽舞を氏神様に奉納する。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530149,長野県飯田市,此田神楽,コノタカグラ,,,市指定民俗文化財,その他,,202053,,長野県飯田市南信濃八重河内,長野県,飯田市,南信濃八重河内,,,35.314542,137.923469,,,,,,,,,1,式,,,1999-12-22,,,,,,,約280年前愛知県新城から伝えられたといわれる、伊勢神楽の流れをくむ獅子神楽である。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530150,長野県飯田市,観耕亭碑,カンコウテイヒ,,,市指定史跡,,長姫神社境内,202053,11002,長野県飯田市追手町二丁目641,長野県,飯田市,追手町２丁目,641,,35.511727,137.832537,,,,,,,,3950034,1,基,,長姫神社,1968-11-19,,,,,,,石碑の撰文は安積信、書は高橋豊桂が担当し、安政6年(1859)に建てられた。飯田藩主の徳を讃えるもので、内容・筆跡ともに優れている。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530151,長野県飯田市,日樹上人墓,ニチジュショウニンハカ,,,市指定史跡,,元山白山神社境内,202053,95000,長野県飯田市羽場権現1190-9,長野県,飯田市,羽場権現,1190-9,,35.518936,137.801853,,,,,,,,3950067,1,基,,個人,1968-11-19,,,,,,,五輪石塔で、寛永20年(1643)の日樹上人13回忌に仰円院日利により建立された。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530152,長野県飯田市,飯田藩主堀家の墓所,イイダハンシュホリケノボショ,,,市指定史跡,,長久寺,202053,56000,長野県飯田市諏訪町4166,長野県,飯田市,諏訪町,4166,,35.525209,137.826929,,,,,,,,3950018,1,区画,,長久寺,1971-03-15,,,,,,,飯田藩6代藩主堀親蔵、9代親民、11代親義3基の笠塔婆のほか、藩主の妻や一族の墓がある。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530153,長野県飯田市,神の峰城跡,カンノミネジョウアト,,,市指定史跡,,,202053,,長野県飯田市上久堅8166-3他,長野県,飯田市,上久堅,8166-3他,,35.459639,137.870952,,,,,,,,,1,区域,,久堅神社,1972-05-11,,,,,,,旧族知久氏の居城で、峻嶮な山城である。天文23年（1554）に武田氏の下伊那侵攻により落城した。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530154,長野県飯田市,白隠石,ハクインセキ,,,市指定史跡,,,202053,61000,長野県飯田市竹佐345-1,長野県,飯田市,竹佐,345-1,,35.467993,137.762125,,,,,,,,3950242,1,基,,竹佐区,1972-11-02,,,,,,,宝暦7年(1757)に白隠禅師が73歳で当地方を訪れた際に、山本地区の村人の要請により自然石に揮毫された立派なもの。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530155,長野県飯田市,下茶屋の道標,シモチャヤノドウヒョウ,,,市指定史跡,,,202053,21000,長野県飯田市鼎下茶屋994-6,長野県,飯田市,鼎下茶屋,994-6,,35.508952,137.831075,,,,,,,,3950802,1,基,2000020202053 ,飯田市,1985-06-20,,,,,,,宝暦10年（1760）に設置｡遠州街道と伊久間街道の分岐点で秋葉街道の方向を示している。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530156,長野県飯田市,八幡の道標,ヤワタノドウヒョウ,,,市指定史跡,,,202053,131000,長野県飯田市松尾八幡町1971-1,長野県,飯田市,松尾八幡町,1971-1,,35.496102,137.838463,,,,,,,,3950814,1,基,,八幡区,1985-06-20,,,,,,,宝暦10年（1760）に設置｡下条街道と秋葉街道の分岐点である鳩ヶ嶺八幡宮前に位置する。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530157,長野県飯田市,遠山土佐守一族墓碑,トオヤマトサノカミイチゾクボヒ,,,市指定史跡,,龍淵寺,202053,124000,長野県飯田市南信濃和田1198,長野県,飯田市,南信濃和田,1198,,35.321329,137.935293,,,,,,,,3991311,1,区画,,,1988-06-01,,,,,,,龍淵寺境内にある遠山一族の墓所で、土佐守景直とその子加兵衛景重の墓碑がある。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530158,長野県飯田市,知久平城跡,チクダイラジョウアト,,,市指定史跡,,,202053,,長野県飯田市下久堅知久平714－2他,長野県,飯田市,下久堅知久平,714－2他,,35.477953,137.849692,,,,,,,,,1,区域,,個人,1996-10-29,,,,,,,神之峰に移る前の知久氏居城の平山城。天正十年代に徳川家臣菅沼氏が普請し、その縄張が反映されている。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530159,長野県飯田市,青崩峠,アオクズレトウゲ,,,市指定史跡,,,202053,,長野県飯田市南信濃八重河内,長野県,飯田市,南信濃八重河内,,,35.254071,137.910928,,,,,,,,,1,,,林野庁,1999-12-22,,,,,,,信濃と遠江の国境にある峠で、秋葉街道の往時の姿をわずかにとどめる。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530160,長野県飯田市,水佐代獅子塚古墳,ミサジロシシヅカコフン,,,市指定史跡,,,202053,,長野県飯田市松尾水城3458他,長野県,飯田市,松尾水城,3458他,,35.499912,137.846841,,,,,,,,,1,基,,個人,2000-11-12,,,,,,,墳丘の全長約60ｍの前方後円墳であり、前方部西側と後円部北東側の一部が削られている。5世紀後半の築造と考えられる。墳丘の一部が市史跡に指定されている。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530161,長野県飯田市,風越山白山社奥社境内地,カザコシヤマハクサンシャオクシャケイダイチ,,,市指定史跡,,風越山山頂,202053,,長野県飯田市,長野県,飯田市,,,,35.548962,137.78752,,,,,,,,,1,区画,,白山社・丸山享保会生産森林組合,2003-12-25,,,,,,,風越山は古来より信仰の対象で、山頂付近（約1490m）に建立された白山社奥社と参道周辺には神仏習合の石造物等が点在している。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
